plot_id,census_tree_id,census_stem_id,census_species,census_x_rot_m,census_y_rot_m,census_dbh_m,t2t_matches,t2t_tree_id,rct_matches,rct_tile,rct_tree_id,t2t_tree_id_best,t2t_dbh_best,rct_tile_best,rct_tree_id_best,rct_dbh_best,,cstart,suitability
p10,224,224,Burkea africana,4.314551728,43.87323082,0.054,0,[],0,[],[],,,,,,,,
p10,236,236,Combretum collinum,27.48753682,65.14681213,0.056,0,[],0,[],[],,,,,,,,
p10,240,240,Burkea africana,28.15941984,53.79214026,0.055,0,[],0,[],[],,,,,,,,
p10,251,251,Combretum collinum,36.66819432,58.53352792,0.058,2,"['0093_T4', '0108_T3']",0,[],[],0093_T4,0.071,,,,,,
p10,255,255,Burkea africana,33.28466047,54.0921544,0.061,1,['0093_T4'],0,[],[],0093_T4,0.071,,,,,,
p10,264,264,Terminalia brachystemma,36.16036729,66.05895892,0.07,1,['0108_T3'],0,[],[],,,,,,,,
p10,265,266,Julbernardia paniculata,38.83518827,61.80715545,0.072,1,['0108_T3'],0,[],[],0108_T3,0.083,,,,,,
p10,268,268,Combretum zeyheri,42.29805683,60.58709753,0.054,0,[],0,[],[],,,,,,,,
p10,275,275,Terminalia brachystemma,57.10673959,51.98629438,0.054,0,[],0,[],[],,,,,,,,
p10,279,279,Burkea africana,43.96894239,57.4282779,0.063,0,[],0,[],[],,,,,,,,
p10,281,281,Julbernardia paniculata,44.39894342,47.45255241,0.252,0,[],0,[],[],,,,,,,,
p10,282,282,Combretum collinum,50.7424986,50.64657927,0.07,0,[],0,[],[],,,,,,,,
p10,288,288,Terminalia brachystemma,59.37753805,59.87729396,0.062,0,[],0,[],[],,,,,,,,
p10,291,291,Terminalia brachystemma,60.2400344,68.27256049,0.058,0,[],0,[],[],,,,,,,,
p10,301,301,Terminalia sericea,77.01537282,66.9814677,0.052,1,['0112_T1'],0,[],[],0112_T1,0.062,,,,,,
p10,304,304,Burkea africana,71.79815584,52.15714152,0.097,2,"['0081_T1', '0097_T0']",0,[],[],,,,,,,,
p10,306,306,Burkea africana,68.96961395,59.02167725,0.057,0,[],0,[],[],,,,,,,,
p10,308,308,Burkea africana,81.64711574,29.57924106,0.063,0,[],0,[],[],,,,,,,,
p10,312,312,Burkea africana,84.37050085,31.99611374,0.061,0,[],0,[],[],,,,,,,,
p10,313,313,Brachystegia spiciformis,82.91209461,32.78601958,0.062,0,[],0,[],[],,,,,,,,
p10,316,316,Diplorhynchus condylocarpon,77.43965877,37.3593057,0.069,0,[],0,[],[],,,,,,,,
p10,318,318,Terminalia sericea,70.98033013,34.24649772,0.055,0,[],0,[],[],,,,,,,,
p10,320,320,Burkea africana,63.51907539,42.63352209,0.064,0,[],0,[],[],,,,,,,,
p10,321,321,Burkea africana,60.29130306,47.14367572,0.068,0,[],0,[],[],,,,,,,,
p10,324,324,Combretum zeyheri,55.87416518,32.96732595,0.064,0,[],0,[],[],,,,,,,,
p10,325,325,Combretum zeyheri,53.88866094,31.5530159,0.055,0,[],0,[],[],,,,,,,,
p10,327,327,Guibourtia coleosperma,53.5163902,35.70107743,0.061,0,[],0,[],[],,,,,,,,
p10,332,332,Combretum zeyheri,50.78195476,40.00333996,0.066,0,[],0,[],[],,,,,,,,
p10,333,334,Guibourtia coleosperma,51.90865277,41.68326602,0.058,0,[],0,[],[],,,,,,,,
p10,333,333,Guibourtia coleosperma,51.79633477,41.74478567,0.075,0,[],0,[],[],,,,,,,,
p10,335,335,Julbernardia paniculata,47.05987999,40.96472407,0.18,1,['0079_T0'],0,[],[],0079_T0,0.105,,,,,,
p10,339,339,Burkea africana,36.029849,32.07535309,0.061,0,[],0,[],[],,,,,,,,
p10,341,341,Burkea africana,38.26054989,26.88266848,0.057,0,[],0,[],[],,,,,,,,
p10,349,350,Terminalia brachystemma,25.30586062,30.12318169,0.07,1,['0049_T2'],0,[],[],,,,,,,,
p10,349,349,Terminalia brachystemma,24.92916887,30.53428183,0.057,0,[],0,[],[],,,,,,,,
p10,351,352,Julbernardia paniculata,18.27316078,38.96102831,0.056,0,[],0,[],[],,,,,,,,
p10,357,357,Bobgunnia madagascariensis,9.977893749,37.9222093,0.072,0,[],0,[],[],,,,,,,,
p10,359,359,Julbernardia paniculata,11.14680378,35.02052886,0.09,1,['0062_T1'],0,[],[],0062_T1,0.114,,,,,,
p10,367,367,Combretum hereroense,6.65909497,31.08600606,0.054,0,[],0,[],[],,,,,,,,
p10,368,368,Terminalia brachystemma,2.252683268,30.16078397,0.098,0,[],0,[],[],,,,,,,,
p10,369,369,Julbernardia paniculata,-1.785816124,23.66536077,0.09,0,[],0,[],[],,,,,,,,
p10,370,370,Julbernardia paniculata,-1.184425804,25.44604313,0.12,0,[],0,[],[],,,,,,,,
p10,371,371,Julbernardia paniculata,-11.95135709,32.99939938,0.14,0,[],0,[],[],,,,,,,,
p10,373,373,Julbernardia paniculata,-9.082858433,34.01019878,0.102,0,[],0,[],[],,,,,,,,
p10,387,387,Combretum collinum,4.089164818,16.21840844,0.084,0,[],0,[],[],,,,,,,,
p10,388,388,Combretum zeyheri,5.169511395,29.15967775,0.108,0,[],0,[],[],,,,,,,,
p10,394,394,Terminalia brachystemma,12.27449424,9.491449085,0.078,0,[],0,[],[],,,,,,,,
p10,436,436,Burkea africana,31.41587522,23.65150327,0.072,1,['0035_T1'],0,[],[],,,,,,,,
p10,451,451,Pseudolachnostylis maprouneifolia var. dekindtii,39.93482833,21.38932781,0.059,1,['0036_T6'],0,[],[],0036_T6,0.08,,,,,,
p10,508,508,Combretum hereroense,75.45723453,22.03636558,0.06,0,[],0,[],[],,,,,,,,
p10,509,509,Combretum indet,75.21728364,30.92863321,0.05,0,[],0,[],[],,,,,,,,
p10,523,523,Combretum cf. collinum,45.02656255,60.65959955,0.051,0,[],0,[],[],,,,,,,,
p10,533,533,Combretum collinum,-6.780022217,76.44623235,0.058,0,[],0,[],[],,,,,,,,
p10,534,534,Terminalia brachystemma,12.4350322,3.367085643,0.056,0,[],0,[],[],,,,,,,,
p10,537,537,Combretum hereroense,1.714921665,17.0202622,0.064,0,[],0,[],[],,,,,,,,
p10,540,540,Terminalia brachystemma,70.31794618,77.38072134,0.051,0,[],0,[],[],,,,,,,,
p10,541,541,Combretum indet,78.23417923,24.14790013,0.055,0,[],0,[],[],,,,,,,,
p10,549,550,Burkea africana,55.13857522,52.78830997,0.052,0,[],0,[],[],,,,,,,,
p10,549,549,Burkea africana,55.13857522,52.78830997,0.055,0,[],0,[],[],,,,,,,,
p10,556,556,Terminalia brachystemma,-18.34071079,55.12827326,0.05,0,[],0,[],[],,,,,,,,
p10,557,557,Combretum indet,52.31867197,59.60359761,0.053,0,[],0,[],[],,,,,,,,
p10,558,558,Combretum indet,-16.92914632,53.85297495,0.053,0,[],0,[],[],,,,,,,,
p10,563,563,Terminalia brachystemma,3.980436193,85.13602722,0.056,3,"['0135_T4', '0135_T2', '0135_T1']",0,[],[],0135_T1,0.066,,,,,,
p10,564,564,Terminalia brachystemma,20.56424706,94.19752914,0.06,0,[],0,[],[],,,,,,,,
p10,601,601,Combretum collinum,58.55942387,95.21740134,0.055,0,[],0,[],[],,,,,,,,
p10,602,602,Combretum collinum,62.76260063,88.90872437,0.057,0,[],0,[],[],,,,,,,,
p10,619,619,Combretum collinum,42.06325783,68.2924054,0.065,0,[],0,[],[],,,,,,,,
p10,626,626,Burkea africana,1.642678712,93.25420989,0.052,0,[],0,[],[],,,,,,,,
p10,360,360,Julbernardia paniculata,12.38205145,25.08452548,0.309,1,['0048_T0'],1,['Tile_0_0'],[680],0048_T0,0.234,,,,,,
p10,382,382,Combretum collinum,-4.258387743,-1.307380165,0.072,0,[],1,['Tile_0_0'],[391],,,,,,,,
p10,391,391,Terminalia brachystemma,12.727472,18.48495848,0.072,1,['0034_T2'],1,['Tile_0_0'],[682],0034_T2,0.061,,,,,,
p10,393,393,Terminalia brachystemma,11.91347721,14.44354629,0.069,1,['0034_T2'],1,['Tile_0_0'],[666],,,,,,,,
p10,535,535,Burkea africana,-1.126277509,3.120348991,0.051,0,[],1,['Tile_0_0'],[508],,,,,,,,
p10,181,181,Burkea africana,0.133292276,61.92224933,0.077,1,['0105_T3'],3,"['Tile_0_1', 'Tile_0_1', 'Tile_0_1']","[178, 642, 643]",0105_T3,0.102,,,,,,
p10,223,223,Burkea africana,-5.91662728,54.16026033,0.134,1,['0088_T1'],3,"['Tile_0_1', 'Tile_0_1', 'Tile_0_1']","[138, 514, 515]",,,,,,,,
p10,200,201,Julbernardia paniculata,-9.175091976,73.89404881,0.099,0,[],1,['Tile_0_1'],[156],,,,,,,,
p10,200,200,Julbernardia paniculata,-9.226923831,74.18953732,0.109,0,[],1,['Tile_0_1'],[156],,,,,,,,
p10,6,8,Pericopsis angolensis,-9.64660542,82.37004875,0.092,0,[],2,"['Tile_0_2', 'Tile_0_2']","[136, 494]",,,,,,,,
p10,6,6,Pericopsis angolensis,-9.769305433,81.91196065,0.074,0,[],2,"['Tile_0_2', 'Tile_0_2']","[136, 494]",,,,,,,,
p10,196,196,Bobgunnia madagascariensis,-7.773575623,78.05882394,0.12,0,[],1,['Tile_0_2'],[136],,,,,,,,
p10,198,198,Burkea africana,-12.14370503,76.9267599,0.078,0,[],1,['Tile_0_2'],[136],,,,,,,,
p10,559,560,Burkea africana,-22.22987999,81.75677797,0.051,0,[],1,['Tile_0_2'],[58],,,,,,,,
p10,507,507,Pteleopsis anisoptera,73.86756786,25.31095866,0.067,0,[],1,['Tile_1_0'],[263],,,,,,,,
p10,128,128,Terminalia brachystemma,60.96759583,71.07033717,0.063,0,[],3,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[177, 427, 428]",,,,,,,,
p10,237,238,Julbernardia paniculata,28.22519868,58.04749843,0.069,1,['0092_T1'],1,['Tile_1_1'],[13],,,,,,,,
p10,269,269,Burkea africana,49.3984979,64.67534123,0.054,0,[],1,['Tile_1_1'],[112],,,,,,,,
p10,270,270,Burkea africana,49.99635454,63.58219557,0.06,0,[],1,['Tile_1_1'],[112],,,,,,,,
p10,289,290,Terminalia brachystemma,61.86943883,64.77142622,0.054,0,[],1,['Tile_1_1'],[177],,,,,,,,
p10,348,348,Julbernardia paniculata,24.86885481,36.66607294,0.21,0,[],1,['Tile_1_1'],[10],,,,,,,,
p10,554,555,Burkea africana,62.26859105,64.23228106,0.055,0,[],1,['Tile_1_1'],[177],,,,,,,,
p10,554,554,Burkea africana,62.88714914,61.86352909,0.058,0,[],1,['Tile_1_1'],[175],,,,,,,,
p10,77,78,Diplorhynchus condylocarpon,36.23704439,89.93120474,0.096,1,['0138_T9'],1,['Tile_1_2'],[308],,,,,,,,
p10,95,95,Terminalia brachystemma,64.68007079,98.52461789,0.063,0,[],1,['Tile_1_2'],[207],,,,,,,,
p10,135,135,Terminalia brachystemma,52.84100917,77.46240955,0.064,0,[],1,['Tile_1_2'],[144],,,,,,,,
p14,354,354,Pterocarpus angolensis,6.865070546,11.76616478,0.102,1,['0015_T0'],3,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[52, 56, 134]",0015_T0,0.08,0_0,52,0.108,,,
p14,355,355,Pterocarpus angolensis,7.603024744,11.85517939,0.11,2,"['0016_T4', '0015_T0']",3,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[52, 56, 134]",0015_T0,0.08,0_0,52,0.108,,3.6,
p14,356,357,Pterocarpus angolensis,9.793903986,11.04892376,0.188,2,"['0016_T3', '0016_T4']",4,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[52, 56, 134, 139]",0016_T4,0.162,0_0,56,0.134,,6.5,good
p14,358,358,Pterocarpus angolensis,13.48050527,13.73901129,0.118,6,"['0016_T3', '0016_T4', '0016_T5', '0016_T6', '0016_T7', '0015_T0']",7,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[56, 61, 65, 134, 136, 139, 140]",0016_T7,0.127,0_0,61,0.12,,,
p14,360,360,Pterocarpus angolensis,13.86938904,13.40784757,0.119,6,"['0016_T3', '0016_T4', '0016_T5', '0016_T6', '0016_T7', '0016_T2']",7,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[56, 61, 65, 134, 136, 139, 140]",0016_T7,0.127,0_0,61,0.12,,,
p14,362,362,Pterocarpus angolensis,14.04411884,13.95334688,0.128,6,"['0016_T3', '0016_T4', '0016_T5', '0016_T6', '0016_T7', '0016_T2']",7,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[56, 61, 65, 134, 136, 139, 140]",0016_T7,0.127,0_0,61,0.12,,,
p14,363,363,Julbernardia paniculata,14.62715689,16.81517612,0.126,4,"['0016_T5', '0016_T6', '0016_T7', '0016_T2']",5,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[61, 65, 136, 139, 140]",0016_T6,0.166,0_0,61,0.12,,,
p14,226,226,Pterocarpus angolensis,16.84076004,16.63500644,0.143,4,"['0016_T5', '0016_T6', '0016_T7', '0016_T2']",5,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[61, 65, 136, 139, 140]",0016_T5,0.132,0_0,65,0.111,,4,good
p14,229,230,Pterocarpus angolensis,20.31094572,24.0120188,0.189,0,[],3,"['Tile_0_0', 'Tile_0_0', 'Tile_0_1']","[70, 142, 57]",,,0_0,70,0.137,,,
p14,234,234,Julbernardia paniculata,18.96179823,26.49036524,0.143,0,[],3,"['Tile_0_0', 'Tile_0_0', 'Tile_0_1']","[70, 142, 127]",,,0_0,70,0.137,,5,good
p14,356,691,Pterocarpus angolensis,9.793903986,11.04892376,0.188,2,"['0016_T3', '0016_T4']",4,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[52, 56, 134, 139]",0016_T3,0.17,0_0,134,0.123,,5.6,good
p14,358,359,Pterocarpus angolensis,13.44043248,14.04313984,0.173,6,"['0016_T3', '0016_T4', '0016_T5', '0016_T6', '0016_T7', '0016_T2']",7,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[56, 61, 65, 134, 136, 139, 140]",0016_T6,0.166,0_0,139,0.154,,,
p14,361,361,Pterocarpus angolensis,13.90085225,13.68062965,0.204,6,"['0016_T3', '0016_T4', '0016_T5', '0016_T6', '0016_T7', '0016_T2']",7,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[56, 61, 65, 134, 136, 139, 140]",0016_T7,0.127,0_0,139,0.154,,4.1,good
p14,363,364,Julbernardia paniculata,14.53788283,17.1059168,0.117,3,"['0016_T5', '0016_T6', '0016_T7']",5,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[61, 65, 136, 139, 140]",0016_T5,0.132,0_0,140,0.107,,5,good
p14,229,229,Pterocarpus angolensis,20.646291,23.90002084,0.185,0,[],2,"['Tile_0_0', 'Tile_0_0']","[70, 142]",,,0_0,142,0.142,,5.5,good
p14,334,334,Pterocarpus angolensis,-17.30474085,53.90771455,0.218,1,['0067_T0'],4,"['Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1']","[10, 12, 18, 96]",,,0_1,12,0.212,,3,
p14,326,327,Julbernardia paniculata,-10.50162097,63.33997621,0.138,1,['0085_T0'],2,"['Tile_0_1', 'Tile_0_1']","[16, 94]",0085_T0,0.167,0_1,16,0.142,,,
p14,334,335,Pterocarpus angolensis,-17.17047301,54.08652212,0.157,1,['0067_T0'],4,"['Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1']","[10, 12, 18, 96]",0067_T0,0.118,0_1,18,0.162,,2.8,good
p14,337,339,Diplorhynchus condylocarpon,-8.721977317,47.46285844,0.149,1,['0050_T1'],2,"['Tile_0_1', 'Tile_0_1']","[22, 99]",0050_T1,0.178,0_1,22,0.186,,,
p14,342,342,Pterocarpus angolensis,-8.815856591,39.81555914,0.276,2,"['0050_T1', '0036_T0']",1,['Tile_0_1'],[27],0036_T0,0.166,0_1,27,0.157,,2.2,good
p14,336,336,Julbernardia paniculata,-6.703419435,57.97120865,0.167,0,[],1,['Tile_0_1'],[28],,,0_1,28,0.13,,2.5,
p14,257,257,Julbernardia paniculata,-3.746543396,67.04793075,0.148,1,['0086_T1'],4,"['Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1']","[31, 32, 38, 109]",0086_T1,0.167,0_1,32,0.11,,,
p14,253,253,Burkea africana,10.02812598,67.88964543,0.084,1,['0087_T1'],1,['Tile_0_1'],[51],0087_T1,0.068,0_1,51,0.099,,,
p14,240,240,Pterocarpus angolensis,15.43873122,28.17393253,0.333,1,['0026_T0'],1,['Tile_0_1'],[57],0026_T0,0.313,0_1,57,0.229,,3,good
p14,248,248,Pericopsis angolensis,11.89114125,41.5476794,0.16,1,['0053_T1'],1,['Tile_0_1'],[62],0053_T1,0.175,0_1,62,0.089,,,
p14,247,247,Julbernardia paniculata,12.22312223,43.34528576,0.14,1,['0053_T1'],2,"['Tile_0_1', 'Tile_0_1']","[62, 63]",0053_T1,0.175,0_1,63,0.121,,,
p14,244,244,Julbernardia paniculata,16.56597544,44.04936388,0.187,1,['0053_T1'],1,['Tile_0_1'],[63],0053_T1,0.175,0_1,63,0.121,,4,good
p14,194,195,Diplorhynchus condylocarpon,25.99536101,70.83199235,0.09,0,[],1,['Tile_0_1'],[73],,,0_1,73,0.081,,,
p14,249,249,Julbernardia paniculata,8.833414986,43.6424133,0.183,2,"['0052_T0', '0053_T1']",1,['Tile_0_1'],[118],0053_T1,0.175,0_1,118,0.247,,4,good
p14,237,237,Julbernardia paniculata,15.9743756,26.42948846,0.158,0,[],4,"['Tile_0_0', 'Tile_0_0', 'Tile_0_1', 'Tile_0_1']","[70, 142, 57, 127]",,,0_1,127,0.152,,,
p14,240,241,Pterocarpus angolensis,14.76804066,28.39792846,0.185,0,[],2,"['Tile_0_1', 'Tile_0_1']","[57, 127]",,,0_1,127,0.152,,,
p14,236,236,Julbernardia paniculata,17.85477391,30.05082829,0.137,0,[],1,['Tile_0_1'],[127],,,0_1,127,0.152,,2.7,good
p14,310,310,Pterocarpus angolensis,-26.32070768,84.50236019,0.155,0,[],2,"['Tile_0_2', 'Tile_0_2']","[2, 6]",,,0_2,2,0.148,,,
p14,312,312,Julbernardia paniculata,-24.08451035,84.72466971,0.358,2,"['0121_T2', '0121_T0']",2,"['Tile_0_2', 'Tile_0_2']","[6, 113]",0121_T2,0.299,0_2,6,0.206,,,
p14,313,313,Julbernardia paniculata,-25.02166099,88.16875866,0.15,1,['0139_T0'],1,['Tile_0_2'],[6],,,0_2,6,0.206,,3.2,good
p14,314,314,Pteleopsis anisoptera,-11.99221037,76.39948015,0.29,1,['0103_T0'],2,"['Tile_0_2', 'Tile_0_2']","[26, 38]",0103_T0,0.393,0_2,26,0.356,,2.6,good
p14,292,292,Julbernardia paniculata,-11.69238899,92.14122742,0.184,2,"['0122_T1', '0122_T2']",3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[24, 30, 32]",0122_T1,0.16,0_2,32,0.114,,,
p14,266,268,Pteleopsis anisoptera,-6.734986746,80.64496007,0.178,2,"['0104_T2', '0104_T0']",4,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[38, 45, 51, 142]",,,0_2,38,0.145,,,
p14,269,269,Pteleopsis anisoptera,-8.79030091,83.86609088,0.162,1,['0122_T1'],2,"['Tile_0_2', 'Tile_0_2']","[32, 38]",,,0_2,38,0.145,,,
p14,286,286,Julbernardia paniculata,-5.518014425,97.0122744,0.219,1,['0159_T1'],1,['Tile_0_2'],[44],0159_T1,0.254,0_2,44,0.144,,,
p14,289,289,Julbernardia paniculata,-8.424123961,98.35560138,0.15,1,['0140_T0'],1,['Tile_0_2'],[44],0140_T0,0.082,0_2,44,0.144,,2,good
p14,266,267,Pteleopsis anisoptera,-6.565113065,80.52858597,0.206,2,"['0104_T2', '0104_T0']",4,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[38, 45, 51, 142]",0104_T0,0.267,0_2,45,0.172,,2.5,good
p14,262,262,Julbernardia paniculata,-0.428938828,81.22267943,0.257,4,"['0104_T2', '0123_T2', '0104_T0', '0124_T0']",3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[45, 51, 56]",0104_T0,0.267,0_2,51,0.255,,,
p14,276,276,Indet indet,0.602480258,86.09671006,0.128,2,"['0123_T2', '0124_T0']",5,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[52, 53, 55, 61, 154]",0124_T0,0.17,0_2,55,0.123,,3.2,good
p14,170,170,Julbernardia paniculata,2.955280761,94.59240484,0.113,1,['0142_T1'],4,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[62, 68, 71, 158]",0142_T1,0.169,0_2,62,0.141,,,
p14,281,281,Julbernardia paniculata,-0.733971332,95.04175881,0.147,1,['0142_T1'],1,['Tile_0_2'],[62],0142_T1,0.169,0_2,62,0.141,,4,good
p14,261,261,Julbernardia paniculata,5.492489139,74.06382541,0.155,1,['0105_T0'],1,['Tile_0_2'],[63],0105_T0,0.192,0_2,63,0.186,,,
p14,165,165,Pterocarpus angolensis,4.299645532,99.28736846,0.217,2,"['0142_T1', '0160_T0']",4,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[62, 66, 74, 158]",0160_T0,0.176,0_2,66,0.127,,4.9,good
p14,165,166,Pterocarpus angolensis,3.964105667,99.06395629,0.097,2,"['0142_T0', '0160_T1']",7,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[62, 66, 68, 70, 71, 74, 158]",0160_T1,0.066,0_2,68,0.066,,,
p14,167,167,Julbernardia paniculata,5.752830024,98.83931173,0.061,2,"['0142_T0', '0160_T1']",2,"['Tile_0_2', 'Tile_0_2']","[68, 70]",0160_T1,0.066,0_2,68,0.066,,,
p14,171,171,Julbernardia paniculata,7.675692492,98.56986799,0.084,2,"['0142_T0', '0160_T1']",6,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[68, 70, 71, 74, 82, 158]",0142_T0,0.082,0_2,70,0.083,,,
p14,164,164,Julbernardia paniculata,5.642713059,101.7462645,0.116,2,"['0142_T0', '0160_T1']",4,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[66, 68, 70, 74]",0160_T1,0.066,0_2,70,0.083,,,
p14,172,172,Julbernardia paniculata,8.695323751,98.54244364,0.114,3,"['0142_T0', '0160_T1', '0143_T1']",8,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[66, 68, 70, 71, 74, 82, 85, 158]",0142_T0,0.082,0_2,74,0.119,,,
p14,181,181,Julbernardia paniculata,10.80060899,88.95296117,0.136,2,"['0124_T1', '0143_T2']",4,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[78, 84, 184, 185]",0143_T2,0.15,0_2,84,0.134,,,
p14,177,177,Indet indet,14.93850157,90.96302211,0.16,1,['0143_T2'],3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[84, 184, 185]",0143_T2,0.15,0_2,84,0.134,,3.5,good
p14,173,173,Pseudolachnostylis maprouneifolia,10.7838524,98.61278618,0.246,2,"['0143_T1', '0160_T0']",1,['Tile_0_2'],[85],0143_T1,0.148,0_2,85,0.141,,2.4,good
p14,174,174,Baphia bequaertii,14.60802095,99.46027358,0.188,5,"['0161_T3', '0161_T1', '0143_T0', '0143_T1', '0161_T0']",5,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[82, 85, 92, 94, 95]",0143_T0,0.222,0_2,92,0.105,,3.8,good
p14,175,175,Baphia bequaertii,17.83018956,103.3044418,0.154,6,"['0162_T2', '0161_T2', '0161_T3', '0161_T1', '0143_T0', '0161_T0']",5,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[92, 94, 95, 100, 103]",0161_T1,0.168,0_2,95,0.159,,5,good
p14,139,139,Julbernardia paniculata,28.24414159,92.7441576,0.199,1,['0144_T0'],1,['Tile_0_2'],[105],0144_T0,0.18,0_2,105,0.208,,,
p14,306,306,Diplorhynchus condylocarpon,-28.20019792,82.44626768,0.095,0,[],1,['Tile_0_2'],[111],,,0_2,111,0.056,,,
p14,308,308,Strychnos spinosa,-28.58040725,82.31232416,0.092,0,[],1,['Tile_0_2'],[111],,,0_2,111,0.056,,,
p14,318,318,Diplorhynchus condylocarpon,-28.42445331,81.32836361,0.062,0,[],1,['Tile_0_2'],[111],,,0_2,111,0.056,,,
p14,320,320,Diplorhynchus condylocarpon,-28.46925249,81.1942255,0.095,0,[],1,['Tile_0_2'],[111],,,0_2,111,0.056,,,
p14,271,271,Strychnos cocculoides,-15.27502668,83.64624613,0.155,3,"['0122_T1', '0103_T1', '0122_T0']",4,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[17, 32, 126, 133]",0103_T1,0.127,0_2,133,0.106,,1,good
p14,265,265,Julbernardia paniculata,-5.9308067,79.25813115,0.172,1,['0104_T2'],4,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[38, 45, 51, 142]",0104_T2,0.14,0_2,142,0.118,,,
p14,260,260,Julbernardia paniculata,-5.84250557,77.29033977,0.126,1,['0104_T2'],3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[38, 45, 142]",0104_T2,0.14,0_2,142,0.118,,,
p14,266,266,Pteleopsis anisoptera,-6.399576606,80.64476549,0.142,1,['0104_T2'],3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[38, 45, 142]",0104_T2,0.14,0_2,142,0.118,,,
p14,263,263,Indet indet,-3.694349926,79.92765419,0.103,1,['0104_T2'],1,['Tile_0_2'],[142],0104_T2,0.14,0_2,142,0.118,,,
p14,317,375,Burkea africana,-6.781991245,76.70950704,0.079,0,[],1,['Tile_0_2'],[142],,,0_2,142,0.118,,6,good
p14,168,168,Julbernardia paniculata,4.338680529,97.19438584,0.115,3,"['0142_T1', '0142_T0', '0160_T1']",6,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[62, 68, 70, 71, 74, 158]",0142_T0,0.082,0_2,158,0.122,,5,good
p14,177,178,Indet indet,15.05017523,90.73935049,0.206,1,['0143_T2'],2,"['Tile_0_2', 'Tile_0_2']","[84, 185]",,,0_2,185,0.144,,,
p14,183,183,Pericopsis angolensis,15.17990271,83.09192146,0.23,0,[],1,['Tile_0_2'],[185],,,0_2,185,0.144,,,
p14,163,163,Baphia bequaertii,15.82226906,111.1318459,0.097,1,['0161_T2'],2,"['Tile_0_2', 'Tile_0_2']","[100, 193]",,,0_2,193,0.066,,,
p14,367,367,Julbernardia paniculata,19.22129938,111.487645,0.059,0,[],1,['Tile_0_2'],[193],,,0_2,193,0.066,,,
